site_run,site_name,local_cluster,prototype_idx,distance,pooled_cluster,pooled_severity_rank,arf_label,dominant_rs,pooled_cluster_label,phenotype_label,phenotype_label_short,is_worst_cluster,severity_score,local_severity_rank,n,death_pct,imv72_pct,sofa_total_mean,icu_los_median
run_Minnesota_20260407,Minnesota,1,5,0.23861118547656796,2,2,NO_ARF,LOW_O2,Cluster 2: Low-flow oxygen / No ARF,Low-flow oxygen / No ARF,Low-flow O2 / No ARF,FALSE,-1.6816016627568535,2,4199,0.162181471778995,0.18599666587282687,5.928554417718504,63.88333333333333
run_Minnesota_20260407,Minnesota,5,2,0.872918351614262,3,3,NO_ARF,NIV,Cluster 3: Noninvasive ventilation / No ARF,Noninvasive ventilation / No ARF,NIV / No ARF,FALSE,-0.4452966456542164,3,1490,0.34429530201342284,0.08993288590604027,5.3953020134228185,121.075
run_Minnesota_20260407,Minnesota,4,1,0.09358282587239244,4,4,NO_ARF_PREDOM,IMV,Cluster 4: Invasive ventilation / Predominantly no ARF,Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF,FALSE,1.5867867915959155,4,3128,0.3960997442455243,1,10.502557544757034,137.91666666666666
run_Minnesota_20260407,Minnesota,2,3,0.6308500415007083,5,5,HYPOX_MIXED_ARF,IMV,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF,TRUE,2.467872866309441,5,1351,0.4359733530717987,0.9844559585492229,11.911917098445596,262.3333333333333
run_NU_20260402,NU,5,4,0.32436306445409974,1,1,NO_ARF,ROOM_AIR,Cluster 1: Room air / No ARF,Room air / No ARF,Room air / No ARF,FALSE,-1.9277613494942862,2,2970,0.13400673400673402,0.22188552188552188,4.2983164983165,36.075
run_NU_20260402,NU,4,5,0.3156006797725836,2,2,NO_ARF,LOW_O2,Cluster 2: Low-flow oxygen / No ARF,Low-flow oxygen / No ARF,Low-flow O2 / No ARF,FALSE,-1.6816016627568535,1,4289,0.21403590580554907,0.09536022382839825,4.6546980648169765,48.583333333333336
run_NU_20260402,NU,2,2,0.43314339644325844,3,3,NO_ARF,NIV,Cluster 3: Noninvasive ventilation / No ARF,Noninvasive ventilation / No ARF,NIV / No ARF,FALSE,-0.4452966456542164,3,3350,0.30955223880597016,0.13522388059701493,5.329850746268655,92
run_NU_20260402,NU,3,1,0.10119617635371868,4,4,NO_ARF_PREDOM,IMV,Cluster 4: Invasive ventilation / Predominantly no ARF,Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF,FALSE,1.5867867915959155,5,3770,0.5183023872679046,1,10.408488063660473,141.8
run_NU_20260402,NU,1,3,0.32881355463117573,5,5,HYPOX_MIXED_ARF,IMV,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF,TRUE,2.467872866309441,4,3503,0.33571224664573224,0.9980017128175848,10.3739651727091,128.81666666666666
run_OHSU_20260407,OHSU,1,4,0.14375954640874083,1,1,NO_ARF,ROOM_AIR,Cluster 1: Room air / No ARF,Room air / No ARF,Room air / No ARF,FALSE,-1.9277613494942862,2,1337,0.10695587135377713,0.3575168287210172,5.183246073298429,55.333333333333336
run_OHSU_20260407,OHSU,5,5,0.5631138852513973,2,2,NO_ARF,LOW_O2,Cluster 2: Low-flow oxygen / No ARF,Low-flow oxygen / No ARF,Low-flow O2 / No ARF,FALSE,-1.6816016627568535,3,780,0.18974358974358976,0.28205128205128205,5.397435897435898,70.42500000000001
run_OHSU_20260407,OHSU,2,2,0.8680333138589201,3,3,NO_ARF,NIV,Cluster 3: Noninvasive ventilation / No ARF,Noninvasive ventilation / No ARF,NIV / No ARF,FALSE,-0.4452966456542164,1,267,0.3258426966292135,0.13857677902621723,4.580524344569288,99.6
run_OHSU_20260407,OHSU,3,1,0.1474822425668963,4,4,NO_ARF_PREDOM,IMV,Cluster 4: Invasive ventilation / Predominantly no ARF,Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF,FALSE,1.5867867915959155,4,868,0.3986175115207373,0.9873271889400922,9.92741935483871,191.025
run_OHSU_20260407,OHSU,4,3,0.34614592923750037,5,5,HYPOX_MIXED_ARF,IMV,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF,TRUE,2.467872866309441,5,393,0.356234096692112,0.9770992366412212,10.837150127226463,259.23333333333335
run_Penn_20260406,Penn,4,4,0.03590049171514437,1,1,NO_ARF,ROOM_AIR,Cluster 1: Room air / No ARF,Room air / No ARF,Room air / No ARF,FALSE,-1.9277613494942862,1,4509,0.12419605233976493,0.180527833222444,3.967398536260811,43.68333333333333
run_Penn_20260406,Penn,1,5,0.043907926581762007,2,2,NO_ARF,LOW_O2,Cluster 2: Low-flow oxygen / No ARF,Low-flow oxygen / No ARF,Low-flow O2 / No ARF,FALSE,-1.6816016627568535,2,6980,0.20687679083094557,0.12249283667621776,4.456017191977077,71.39166666666668
run_Penn_20260406,Penn,5,2,0.11855090503091349,3,3,NO_ARF,NIV,Cluster 3: Noninvasive ventilation / No ARF,Noninvasive ventilation / No ARF,NIV / No ARF,FALSE,-0.4452966456542164,3,2294,0.43940714908456846,0.05666957279860506,4.918482999128161,139.46666666666667
run_Penn_20260406,Penn,3,1,0.08686063702603755,4,4,NO_ARF_PREDOM,IMV,Cluster 4: Invasive ventilation / Predominantly no ARF,Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF,FALSE,1.5867867915959155,5,4035,0.5048327137546469,0.9992565055762082,10.16728624535316,168.16666666666666
run_Penn_20260406,Penn,2,3,0.032795103925610546,5,5,HYPOX_MIXED_ARF,IMV,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF,TRUE,2.467872866309441,4,5510,0.40381125226860254,0.97005444646098,11.030671506352087,210.44166666666663
run_RUSH_20260402,RUSH,1,4,0.035593457347829933,1,1,NO_ARF,ROOM_AIR,Cluster 1: Room air / No ARF,Room air / No ARF,Room air / No ARF,FALSE,-1.9277613494942862,2,1275,0.06274509803921569,0.2015686274509804,3.9098039215686273,51.416666666666664
run_RUSH_20260402,RUSH,3,5,0.5437158398665046,2,2,NO_ARF,LOW_O2,Cluster 2: Low-flow oxygen / No ARF,Low-flow oxygen / No ARF,Low-flow O2 / No ARF,FALSE,-1.6816016627568535,1,1240,0.10241935483870968,0.04112903225806452,3.5314516129032256,71.125
run_RUSH_20260402,RUSH,5,2,0.7311828902289926,3,3,NO_ARF,NIV,Cluster 3: Noninvasive ventilation / No ARF,Noninvasive ventilation / No ARF,NIV / No ARF,FALSE,-0.4452966456542164,3,322,0.16770186335403728,0.12111801242236024,4.503105590062112,166.00833333333333
run_RUSH_20260402,RUSH,2,1,0.12492897087588288,4,4,NO_ARF_PREDOM,IMV,Cluster 4: Invasive ventilation / Predominantly no ARF,Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF,FALSE,1.5867867915959155,5,686,0.3469387755102041,1,10.142857142857142,226.35
run_RUSH_20260402,RUSH,4,3,1.1074487002256974,5,5,HYPOX_MIXED_ARF,IMV,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF,TRUE,2.467872866309441,4,194,0.08247422680412371,1,8.639175257731958,114.70833333333334
run_UCMC_20260402,UCMC,5,4,0.2611549864258407,1,1,NO_ARF,ROOM_AIR,Cluster 1: Room air / No ARF,Room air / No ARF,Room air / No ARF,FALSE,-1.9277613494942862,1,707,0.10325318246110324,0.38472418670438474,4.9943422913719955,36.88333333333333
run_UCMC_20260402,UCMC,1,5,1.1917501566128537,2,2,NO_ARF,LOW_O2,Cluster 2: Low-flow oxygen / No ARF,Low-flow oxygen / No ARF,Low-flow O2 / No ARF,FALSE,-1.6816016627568535,2,1164,0.16065292096219932,0.33075601374570446,5.18470790378007,44.49166666666667
run_UCMC_20260402,UCMC,2,2,0.846593218672555,3,3,NO_ARF,NIV,Cluster 3: Noninvasive ventilation / No ARF,Noninvasive ventilation / No ARF,NIV / No ARF,FALSE,-0.4452966456542164,3,1288,0.31288819875776397,0.2748447204968944,5.655279503105591,98.24166666666667
run_UCMC_20260402,UCMC,4,1,0.11099646434418672,4,4,NO_ARF_PREDOM,IMV,Cluster 4: Invasive ventilation / Predominantly no ARF,Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF,FALSE,1.5867867915959155,4,3247,0.443178318447798,0.99722821065599,10.369263935940872,145.13333333333333
run_UCMC_20260402,UCMC,3,3,0.6954146168257278,5,5,HYPOX_MIXED_ARF,IMV,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF,TRUE,2.467872866309441,5,783,0.5363984674329502,1,12.922094508301404,232.81666666666663
run_UCSF_20260402,UCSF,4,4,0.10444328561444642,1,1,NO_ARF,ROOM_AIR,Cluster 1: Room air / No ARF,Room air / No ARF,Room air / No ARF,FALSE,-1.9277613494942862,1,465,0.13118279569892474,0.28817204301075267,5.04516129032258,43.7
run_UCSF_20260402,UCSF,3,5,0.4561899474468626,2,2,NO_ARF,LOW_O2,Cluster 2: Low-flow oxygen / No ARF,Low-flow oxygen / No ARF,Low-flow O2 / No ARF,FALSE,-1.6816016627568535,2,637,0.22762951334379905,0.25588697017268447,5.938775510204081,64.21666666666667
run_UCSF_20260402,UCSF,2,2,0.3755514554286632,3,3,NO_ARF,NIV,Cluster 3: Noninvasive ventilation / No ARF,Noninvasive ventilation / No ARF,NIV / No ARF,FALSE,-0.4452966456542164,3,342,0.4239766081871345,0.13742690058479531,5.818713450292398,100.74166666666667
run_UCSF_20260402,UCSF,1,1,0.13026368919299855,4,4,NO_ARF_PREDOM,IMV,Cluster 4: Invasive ventilation / Predominantly no ARF,Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF,FALSE,1.5867867915959155,4,580,0.3810344827586207,1,9.78448275862069,150.78333333333333
run_UCSF_20260402,UCSF,5,3,0.5313823863332329,5,5,HYPOX_MIXED_ARF,IMV,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF,TRUE,2.467872866309441,5,323,0.48297213622291024,0.9907120743034056,12.393188854489164,250.2
