site_run,site_name,local_cluster,prototype_idx,distance,pooled_cluster,pooled_severity_rank,arf_label,dominant_rs,pooled_cluster_label,phenotype_label,phenotype_label_short,is_worst_cluster,severity_score,local_severity_rank,n,death_pct,imv72_pct,sofa_total_mean,icu_los_median
Michigan,Michigan,3,1,0.27537439821637577,3,3,STABLE_ARF,NIV,Cluster 3: Stable ARF,Stable ARF,Stable ARF,FALSE,0.38042762480316483,3,69,0.6231884057971014,0.11594202898550723,2.652173913043478,131.2
Michigan,Michigan,4,3,0.12491875314466969,4,4,PERSISTENT_ARF,IMV,Cluster 4: Persistent ARF,Persistent ARF,Persistent ARF,TRUE,2.5988702458536235,4,109,0.6605504587155964,1,10.6697247706422,117.65
NU,NU,1,2,0.05641444378034558,1,1,MINIMAL_ARF,ROOM_AIR,Cluster 1: Minimal ARF,Minimal ARF,Minimal ARF,FALSE,-1.812383526775947,1,823,0.14580801944106925,0.06439854191980558,2.6452004860267317,43.53333333333333
NU,NU,2,4,0.4010562406661087,2,2,RESOLVING_ARF,LOW_O2,Cluster 2: Resolving ARF,Resolving ARF,Resolving ARF,FALSE,-1.1669143438808414,2,585,0.3572649572649573,0.13162393162393163,4.247863247863246,49.65
NU,NU,3,1,0.4323737641130039,3,3,STABLE_ARF,NIV,Cluster 3: Stable ARF,Stable ARF,Stable ARF,FALSE,0.38042762480316483,3,302,0.5662251655629139,0.05629139072847682,4.93046357615894,79
NU,NU,4,3,0.0649421831830578,4,4,PERSISTENT_ARF,IMV,Cluster 4: Persistent ARF,Persistent ARF,Persistent ARF,TRUE,2.5988702458536235,4,305,0.7245901639344262,1,10.40983606557377,124.4
OHSU,OHSU,1,2,0.18521994385316962,1,1,MINIMAL_ARF,ROOM_AIR,Cluster 1: Minimal ARF,Minimal ARF,Minimal ARF,FALSE,-1.812383526775947,1,177,0.07909604519774012,0.04519774011299435,2.76271186440678,43.15
OHSU,OHSU,2,4,0.6310286615075554,2,2,RESOLVING_ARF,LOW_O2,Cluster 2: Resolving ARF,Resolving ARF,Resolving ARF,FALSE,-1.1669143438808414,2,141,0.20567375886524825,0.0851063829787234,3.0921985815602837,56.86666666666667
OHSU,OHSU,3,1,1.0243549744425657,3,3,STABLE_ARF,NIV,Cluster 3: Stable ARF,Stable ARF,Stable ARF,FALSE,0.38042762480316483,3,20,0.4,0.3,5.3,80.07499999999999
OHSU,OHSU,4,3,0.17139226290793522,4,4,PERSISTENT_ARF,IMV,Cluster 4: Persistent ARF,Persistent ARF,Persistent ARF,TRUE,2.5988702458536235,4,27,0.7407407407407407,1,9.74074074074074,163.6
Penn,Penn,1,2,0.03982482333649842,1,1,MINIMAL_ARF,ROOM_AIR,Cluster 1: Minimal ARF,Minimal ARF,Minimal ARF,FALSE,-1.812383526775947,1,1180,0.15847457627118644,0.06186440677966102,2.201694915254237,46
Penn,Penn,2,4,0.07362359318399249,2,2,RESOLVING_ARF,LOW_O2,Cluster 2: Resolving ARF,Resolving ARF,Resolving ARF,FALSE,-1.1669143438808414,2,1052,0.31844106463878324,0.13498098859315588,3.741444866920152,69.24166666666667
Penn,Penn,3,1,0.048919890520552886,3,3,STABLE_ARF,NIV,Cluster 3: Stable ARF,Stable ARF,Stable ARF,FALSE,0.38042762480316483,3,331,0.6616314199395771,0.10574018126888216,4.664652567975831,121.8
Penn,Penn,4,3,0.09027571211703368,4,4,PERSISTENT_ARF,IMV,Cluster 4: Persistent ARF,Persistent ARF,Persistent ARF,TRUE,2.5988702458536235,4,372,0.6935483870967742,1,10.18010752688172,150.89166666666665
Rush,Rush,1,2,0.06687380753974576,1,1,MINIMAL_ARF,ROOM_AIR,Cluster 1: Minimal ARF,Minimal ARF,Minimal ARF,FALSE,-1.812383526775947,1,244,0.06967213114754098,0.04508196721311475,2.05327868852459,53.34166666666667
Rush,Rush,2,4,0.6774689232108295,2,2,RESOLVING_ARF,LOW_O2,Cluster 2: Resolving ARF,Resolving ARF,Resolving ARF,FALSE,-1.1669143438808414,2,130,0.16153846153846155,0.02307692307692307,2.5692307692307694,67.84166666666667
Rush,Rush,3,1,0.43244819172259996,3,3,STABLE_ARF,NIV,Cluster 3: Stable ARF,Stable ARF,Stable ARF,FALSE,0.38042762480316483,3,24,0.5,0,3.875,203.29166666666663
Rush,Rush,4,3,0.5897835327886352,4,4,PERSISTENT_ARF,IMV,Cluster 4: Persistent ARF,Persistent ARF,Persistent ARF,TRUE,2.5988702458536235,4,59,0.5423728813559322,1,7.5423728813559325,138.13333333333333
UCMC,UCMC,1,2,0.207173633915773,1,1,MINIMAL_ARF,ROOM_AIR,Cluster 1: Minimal ARF,Minimal ARF,Minimal ARF,FALSE,-1.812383526775947,1,116,0.15517241379310345,0.15517241379310345,3.0948275862068964,29.166666666666664
UCMC,UCMC,2,4,0.6848903445894833,2,2,RESOLVING_ARF,LOW_O2,Cluster 2: Resolving ARF,Resolving ARF,Resolving ARF,FALSE,-1.1669143438808414,2,329,0.3161094224924012,0.23404255319148937,4.446808510638298,51.38333333333333
UCMC,UCMC,3,1,0.7567131996155219,3,3,STABLE_ARF,NIV,Cluster 3: Stable ARF,Stable ARF,Stable ARF,FALSE,0.38042762480316483,3,99,0.5353535353535354,0.1111111111111111,4.373737373737374,91.38333333333334
UCMC,UCMC,4,3,0.390408557873804,4,4,PERSISTENT_ARF,IMV,Cluster 4: Persistent ARF,Persistent ARF,Persistent ARF,TRUE,2.5988702458536235,4,158,0.7278481012658228,1,9.848101265822784,157.31666666666666
UCSF,UCSF,1,2,0.09838202606921014,1,1,MINIMAL_ARF,ROOM_AIR,Cluster 1: Minimal ARF,Minimal ARF,Minimal ARF,FALSE,-1.812383526775947,1,107,0.06542056074766354,0.06542056074766354,2.233644859813084,40.2
UCSF,UCSF,2,4,0.36740546416818853,2,2,RESOLVING_ARF,LOW_O2,Cluster 2: Resolving ARF,Resolving ARF,Resolving ARF,FALSE,-1.1669143438808414,2,165,0.2,0.07878787878787878,3.690909090909091,47.333333333333336
UCSF,UCSF,3,1,0.43661644874185285,3,3,STABLE_ARF,NIV,Cluster 3: Stable ARF,Stable ARF,Stable ARF,FALSE,0.38042762480316483,3,65,0.7384615384615385,0.18461538461538465,4.415384615384616,114.55
UCSF,UCSF,4,3,0.253364094519199,4,4,PERSISTENT_ARF,IMV,Cluster 4: Persistent ARF,Persistent ARF,Persistent ARF,TRUE,2.5988702458536235,4,52,0.5961538461538461,1,10.942307692307692,191.46666666666667
UMN,UMN,1,2,0.03655782714522122,1,1,MINIMAL_ARF,ROOM_AIR,Cluster 1: Minimal ARF,Minimal ARF,Minimal ARF,FALSE,-1.812383526775947,1,387,0.12661498708010335,0.05684754521963824,3.2764857881136953,42.11666666666667
UMN,UMN,2,4,0.3219307087435481,2,2,RESOLVING_ARF,LOW_O2,Cluster 2: Resolving ARF,Resolving ARF,Resolving ARF,FALSE,-1.1669143438808414,2,342,0.26608187134502925,0.06725146198830409,4.885964912280702,47.775000000000006
UMN,UMN,3,1,0.1169375862093529,3,3,STABLE_ARF,NIV,Cluster 3: Stable ARF,Stable ARF,Stable ARF,FALSE,0.38042762480316483,3,126,0.6111111111111112,0.16666666666666666,6.023809523809524,99.39166666666668
UMN,UMN,4,3,0.17567495483206638,4,4,PERSISTENT_ARF,IMV,Cluster 4: Persistent ARF,Persistent ARF,Persistent ARF,TRUE,2.5988702458536235,4,165,0.5575757575757576,1,10.187878787878788,121.16666666666669
