pooled_cluster,pooled_cluster_label,h,arf,n,prop
1,Cluster 1: Room air / No ARF,26,Hypoxemic ARF,330,0.012299664554603056
1,Cluster 1: Room air / No ARF,26,Mixed ARF,105,0.0039135296310100634
1,Cluster 1: Room air / No ARF,26,No ARF,26346,0.9819604919865822
1,Cluster 1: Room air / No ARF,27,Hypercapnic ARF,45,0.0016772269847185985
1,Cluster 1: Room air / No ARF,27,Hypoxemic ARF,289,0.010771524412970555
1,Cluster 1: Room air / No ARF,27,Mixed ARF,101,0.003764442787923966
1,Cluster 1: Room air / No ARF,27,No ARF,26395,0.9837868058143869
1,Cluster 1: Room air / No ARF,28,Hypercapnic ARF,66,0.0024599329109206113
1,Cluster 1: Room air / No ARF,28,Hypoxemic ARF,325,0.012113306000745434
1,Cluster 1: Room air / No ARF,28,Mixed ARF,102,0.00380171449869549
1,Cluster 1: Room air / No ARF,28,No ARF,26337,0.9816250465896385
1,Cluster 1: Room air / No ARF,29,Hypercapnic ARF,93,0.0034662691017517703
1,Cluster 1: Room air / No ARF,29,Hypoxemic ARF,239,0.008907938874394335
1,Cluster 1: Room air / No ARF,29,Mixed ARF,68,0.0025344763324636603
1,Cluster 1: Room air / No ARF,29,No ARF,26430,0.9850913156913902
1,Cluster 1: Room air / No ARF,30,Hypercapnic ARF,63,0.002348117778606038
1,Cluster 1: Room air / No ARF,30,Hypoxemic ARF,239,0.008907938874394335
1,Cluster 1: Room air / No ARF,30,Mixed ARF,92,0.003428997390980246
1,Cluster 1: Room air / No ARF,30,No ARF,26436,0.9853149459560194
1,Cluster 1: Room air / No ARF,31,Hypercapnic ARF,57,0.0021244875139768914
1,Cluster 1: Room air / No ARF,31,Hypoxemic ARF,225,0.008386134923592994
1,Cluster 1: Room air / No ARF,31,Mixed ARF,58,0.002161759224748416
1,Cluster 1: Room air / No ARF,31,No ARF,26490,0.9873276183376817
1,Cluster 1: Room air / No ARF,32,Hypercapnic ARF,52,0.0019381289601192696
1,Cluster 1: Room air / No ARF,32,Hypoxemic ARF,188,0.007007081625046589
1,Cluster 1: Room air / No ARF,32,Mixed ARF,56,0.002087215803205367
1,Cluster 1: Room air / No ARF,32,No ARF,26534,0.9889675736116288
1,Cluster 1: Room air / No ARF,33,Hypercapnic ARF,52,0.0019381289601192696
1,Cluster 1: Room air / No ARF,33,Hypoxemic ARF,217,0.008087961237420798
1,Cluster 1: Room air / No ARF,33,Mixed ARF,24,8.945210585165859e-4
1,Cluster 1: Room air / No ARF,33,No ARF,26537,0.9890793887439433
1,Cluster 1: Room air / No ARF,34,Hypercapnic ARF,53,0.001975400670890794
1,Cluster 1: Room air / No ARF,34,Hypoxemic ARF,210,0.007827059262020127
1,Cluster 1: Room air / No ARF,34,Mixed ARF,23,8.572493477450615e-4
1,Cluster 1: Room air / No ARF,34,No ARF,26544,0.989340290719344
1,Cluster 1: Room air / No ARF,35,Hypercapnic ARF,21,7.827059262020126e-4
1,Cluster 1: Room air / No ARF,35,Hypoxemic ARF,201,0.007491613865076407
1,Cluster 1: Room air / No ARF,35,Mixed ARF,24,8.945210585165859e-4
1,Cluster 1: Room air / No ARF,35,No ARF,26584,0.990831159150205
1,Cluster 1: Room air / No ARF,36,Hypercapnic ARF,22,8.199776369735371e-4
1,Cluster 1: Room air / No ARF,36,Hypoxemic ARF,238,0.00887066716362281
1,Cluster 1: Room air / No ARF,36,Mixed ARF,23,8.572493477450615e-4
1,Cluster 1: Room air / No ARF,36,No ARF,26547,0.9894521058516585
1,Cluster 1: Room air / No ARF,37,Hypercapnic ARF,21,7.827059262020126e-4
1,Cluster 1: Room air / No ARF,37,Hypoxemic ARF,236,0.008796123742079762
1,Cluster 1: Room air / No ARF,37,Mixed ARF,22,8.199776369735371e-4
1,Cluster 1: Room air / No ARF,37,No ARF,26551,0.9896011926947447
1,Cluster 1: Room air / No ARF,38,Hypercapnic ARF,24,8.945210585165859e-4
1,Cluster 1: Room air / No ARF,38,Hypoxemic ARF,232,0.008647036898993665
1,Cluster 1: Room air / No ARF,38,Mixed ARF,21,7.827059262020126e-4
1,Cluster 1: Room air / No ARF,38,No ARF,26553,0.9896757361162878
1,Cluster 1: Room air / No ARF,39,Hypercapnic ARF,26,9.690644800596348e-4
1,Cluster 1: Room air / No ARF,39,Hypoxemic ARF,230,0.008572493477450614
1,Cluster 1: Room air / No ARF,39,Mixed ARF,15,5.590756615728662e-4
1,Cluster 1: Room air / No ARF,39,No ARF,26559,0.9898993663809169
1,Cluster 1: Room air / No ARF,40,Hypercapnic ARF,24,8.945210585165859e-4
1,Cluster 1: Room air / No ARF,40,Hypoxemic ARF,226,0.008423406634364517
1,Cluster 1: Room air / No ARF,40,Mixed ARF,15,5.590756615728662e-4
1,Cluster 1: Room air / No ARF,40,No ARF,26565,0.990122996645546
1,Cluster 1: Room air / No ARF,41,Hypercapnic ARF,24,8.945210585165859e-4
1,Cluster 1: Room air / No ARF,41,Hypoxemic ARF,225,0.008386134923592994
1,Cluster 1: Room air / No ARF,41,Mixed ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,41,No ARF,26569,0.9902720834886322
1,Cluster 1: Room air / No ARF,42,Hypercapnic ARF,22,8.199776369735371e-4
1,Cluster 1: Room air / No ARF,42,Hypoxemic ARF,216,0.008050689526649273
1,Cluster 1: Room air / No ARF,42,Mixed ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,42,No ARF,26580,0.9906820723071189
1,Cluster 1: Room air / No ARF,43,Hypercapnic ARF,24,8.945210585165859e-4
1,Cluster 1: Room air / No ARF,43,Hypoxemic ARF,175,0.006522549385016773
1,Cluster 1: Room air / No ARF,43,Mixed ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,43,No ARF,26620,0.9921729407379799
1,Cluster 1: Room air / No ARF,44,Hypercapnic ARF,22,8.199776369735371e-4
1,Cluster 1: Room air / No ARF,44,Hypoxemic ARF,135,0.005031680954155795
1,Cluster 1: Room air / No ARF,44,Mixed ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,44,No ARF,26662,0.9937383525903839
1,Cluster 1: Room air / No ARF,45,Hypercapnic ARF,19,7.081625046589638e-4
1,Cluster 1: Room air / No ARF,45,Hypoxemic ARF,137,0.005106224375698845
1,Cluster 1: Room air / No ARF,45,Mixed ARF,13,4.845322400298174e-4
1,Cluster 1: Room air / No ARF,45,No ARF,26661,0.9937010808796124
1,Cluster 1: Room air / No ARF,46,Hypercapnic ARF,16,5.963473723443906e-4
1,Cluster 1: Room air / No ARF,46,Hypoxemic ARF,136,0.0050689526649273205
1,Cluster 1: Room air / No ARF,46,Mixed ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,46,No ARF,26667,0.9939247111442415
1,Cluster 1: Room air / No ARF,47,Hypercapnic ARF,19,7.081625046589638e-4
1,Cluster 1: Room air / No ARF,47,Hypoxemic ARF,138,0.005143496086470369
1,Cluster 1: Room air / No ARF,47,Mixed ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,47,No ARF,26662,0.9937383525903839
1,Cluster 1: Room air / No ARF,48,Hypercapnic ARF,17,6.336190831159151e-4
1,Cluster 1: Room air / No ARF,48,Hypoxemic ARF,130,0.004845322400298174
1,Cluster 1: Room air / No ARF,48,Mixed ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,48,No ARF,26671,0.9940737979873276
1,Cluster 1: Room air / No ARF,49,Hypercapnic ARF,15,5.590756615728662e-4
1,Cluster 1: Room air / No ARF,49,Hypoxemic ARF,99,0.003689899366380917
1,Cluster 1: Room air / No ARF,49,Mixed ARF,10,3.727171077152441e-4
1,Cluster 1: Room air / No ARF,49,No ARF,26706,0.995378307864331
1,Cluster 1: Room air / No ARF,50,Hypercapnic ARF,15,5.590756615728662e-4
1,Cluster 1: Room air / No ARF,50,Hypoxemic ARF,119,0.004435333581811405
1,Cluster 1: Room air / No ARF,50,Mixed ARF,6,2.2363026462914648e-4
1,Cluster 1: Room air / No ARF,50,No ARF,26690,0.9947819604919865
1,Cluster 1: Room air / No ARF,51,Hypercapnic ARF,16,5.963473723443906e-4
1,Cluster 1: Room air / No ARF,51,Hypoxemic ARF,81,0.0030190085724934776
1,Cluster 1: Room air / No ARF,51,Mixed ARF,7,2.609019754006709e-4
1,Cluster 1: Room air / No ARF,51,No ARF,26726,0.9961237420797615
1,Cluster 1: Room air / No ARF,52,Hypercapnic ARF,16,5.963473723443906e-4
1,Cluster 1: Room air / No ARF,52,Hypoxemic ARF,81,0.0030190085724934776
1,Cluster 1: Room air / No ARF,52,Mixed ARF,6,2.2363026462914648e-4
1,Cluster 1: Room air / No ARF,52,No ARF,26727,0.996161013790533
1,Cluster 1: Room air / No ARF,53,Hypercapnic ARF,17,6.336190831159151e-4
1,Cluster 1: Room air / No ARF,53,Hypoxemic ARF,110,0.004099888184867686
1,Cluster 1: Room air / No ARF,53,Mixed ARF,7,2.609019754006709e-4
1,Cluster 1: Room air / No ARF,53,No ARF,26696,0.9950055907566158
1,Cluster 1: Room air / No ARF,54,Hypercapnic ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,54,Hypoxemic ARF,104,0.003876257920238539
1,Cluster 1: Room air / No ARF,54,Mixed ARF,6,2.2363026462914648e-4
1,Cluster 1: Room air / No ARF,54,No ARF,26708,0.995452851285874
1,Cluster 1: Room air / No ARF,55,Hypercapnic ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,55,Hypoxemic ARF,107,0.003988073052553112
1,Cluster 1: Room air / No ARF,55,Mixed ARF,5,1.8635855385762206e-4
1,Cluster 1: Room air / No ARF,55,No ARF,26707,0.9954155795751025
1,Cluster 1: Room air / No ARF,56,Hypercapnic ARF,15,5.590756615728662e-4
1,Cluster 1: Room air / No ARF,56,Hypoxemic ARF,103,0.0038389862094670144
1,Cluster 1: Room air / No ARF,56,Mixed ARF,5,1.8635855385762206e-4
1,Cluster 1: Room air / No ARF,56,No ARF,26707,0.9954155795751025
1,Cluster 1: Room air / No ARF,57,Hypercapnic ARF,15,5.590756615728662e-4
1,Cluster 1: Room air / No ARF,57,Hypoxemic ARF,106,0.003950801341781588
1,Cluster 1: Room air / No ARF,57,Mixed ARF,5,1.8635855385762206e-4
1,Cluster 1: Room air / No ARF,57,No ARF,26704,0.9953037644427879
1,Cluster 1: Room air / No ARF,58,Hypercapnic ARF,14,5.218039508013418e-4
1,Cluster 1: Room air / No ARF,58,Hypoxemic ARF,105,0.0039135296310100634
1,Cluster 1: Room air / No ARF,58,Mixed ARF,8,2.981736861721953e-4
1,Cluster 1: Room air / No ARF,58,No ARF,26703,0.9952664927320164
1,Cluster 1: Room air / No ARF,59,Hypercapnic ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,59,Hypoxemic ARF,102,0.00380171449869549
1,Cluster 1: Room air / No ARF,59,Mixed ARF,9,3.354453969437197e-4
1,Cluster 1: Room air / No ARF,59,No ARF,26707,0.9954155795751025
1,Cluster 1: Room air / No ARF,60,Hypercapnic ARF,13,4.845322400298174e-4
1,Cluster 1: Room air / No ARF,60,Hypoxemic ARF,74,0.0027581065970928064
1,Cluster 1: Room air / No ARF,60,Mixed ARF,7,2.609019754006709e-4
1,Cluster 1: Room air / No ARF,60,No ARF,26736,0.9964964591874768
1,Cluster 1: Room air / No ARF,61,Hypercapnic ARF,14,5.218039508013418e-4
1,Cluster 1: Room air / No ARF,61,Hypoxemic ARF,77,0.0028699217294073797
1,Cluster 1: Room air / No ARF,61,Mixed ARF,7,2.609019754006709e-4
1,Cluster 1: Room air / No ARF,61,No ARF,26732,0.9963473723443906
1,Cluster 1: Room air / No ARF,62,Hypercapnic ARF,17,6.336190831159151e-4
1,Cluster 1: Room air / No ARF,62,Hypoxemic ARF,74,0.0027581065970928064
1,Cluster 1: Room air / No ARF,62,Mixed ARF,8,2.981736861721953e-4
1,Cluster 1: Room air / No ARF,62,No ARF,26731,0.9963101006336191
1,Cluster 1: Room air / No ARF,63,Hypercapnic ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,63,Hypoxemic ARF,75,0.002795378307864331
1,Cluster 1: Room air / No ARF,63,Mixed ARF,8,2.981736861721953e-4
1,Cluster 1: Room air / No ARF,63,No ARF,26735,0.9964591874767051
1,Cluster 1: Room air / No ARF,64,Hypercapnic ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,64,Hypoxemic ARF,74,0.0027581065970928064
1,Cluster 1: Room air / No ARF,64,Mixed ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,64,No ARF,26733,0.9963846440551621
1,Cluster 1: Room air / No ARF,65,Hypercapnic ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,65,Hypoxemic ARF,75,0.002795378307864331
1,Cluster 1: Room air / No ARF,65,Mixed ARF,9,3.354453969437197e-4
1,Cluster 1: Room air / No ARF,65,No ARF,26734,0.9964219157659336
1,Cluster 1: Room air / No ARF,66,Hypercapnic ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,66,Hypoxemic ARF,76,0.0028326500186358554
1,Cluster 1: Room air / No ARF,66,Mixed ARF,10,3.727171077152441e-4
1,Cluster 1: Room air / No ARF,66,No ARF,26733,0.9963846440551621
1,Cluster 1: Room air / No ARF,67,Hypercapnic ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,67,Hypoxemic ARF,79,0.0029444651509504286
1,Cluster 1: Room air / No ARF,67,Mixed ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,67,No ARF,26729,0.996235557212076
1,Cluster 1: Room air / No ARF,68,Hypercapnic ARF,11,4.0998881848676856e-4
1,Cluster 1: Room air / No ARF,68,Hypoxemic ARF,50,0.0018635855385762206
1,Cluster 1: Room air / No ARF,68,Mixed ARF,12,4.4726052925829295e-4
1,Cluster 1: Room air / No ARF,68,No ARF,26757,0.9972791651136788
1,Cluster 1: Room air / No ARF,69,Hypercapnic ARF,8,2.981736861721953e-4
1,Cluster 1: Room air / No ARF,69,Hypoxemic ARF,46,0.001714498695490123
1,Cluster 1: Room air / No ARF,69,Mixed ARF,14,5.218039508013418e-4
1,Cluster 1: Room air / No ARF,69,No ARF,26762,0.9974655236675364
1,Cluster 1: Room air / No ARF,70,Hypercapnic ARF,7,2.609019754006709e-4
1,Cluster 1: Room air / No ARF,70,Hypoxemic ARF,50,0.0018635855385762206
1,Cluster 1: Room air / No ARF,70,Mixed ARF,15,5.590756615728662e-4
1,Cluster 1: Room air / No ARF,70,No ARF,26758,0.9973164368244503
1,Cluster 1: Room air / No ARF,71,Hypercapnic ARF,9,3.354453969437197e-4
1,Cluster 1: Room air / No ARF,71,Hypoxemic ARF,55,0.002049944092433843
1,Cluster 1: Room air / No ARF,71,Mixed ARF,14,5.218039508013418e-4
1,Cluster 1: Room air / No ARF,71,No ARF,26752,0.9970928065598211
1,Cluster 1: Room air / No ARF,72,Hypercapnic ARF,8,2.981736861721953e-4
1,Cluster 1: Room air / No ARF,72,Hypoxemic ARF,51,0.001900857249347745
1,Cluster 1: Room air / No ARF,72,Mixed ARF,13,4.845322400298174e-4
1,Cluster 1: Room air / No ARF,72,No ARF,26758,0.9973164368244503
2,Cluster 2: Low-flow oxygen / No ARF,0,Hypercapnic ARF,462,0.013535684987694831
2,Cluster 2: Low-flow oxygen / No ARF,0,Hypoxemic ARF,826,0.02420016406890894
2,Cluster 2: Low-flow oxygen / No ARF,0,Mixed ARF,467,0.013682175084964256
2,Cluster 2: Low-flow oxygen / No ARF,0,No ARF,32377,0.948581975858432
2,Cluster 2: Low-flow oxygen / No ARF,1,Hypercapnic ARF,665,0.01948318293683347
2,Cluster 2: Low-flow oxygen / No ARF,1,Hypoxemic ARF,1666,0.04881050041017227
2,Cluster 2: Low-flow oxygen / No ARF,1,Mixed ARF,748,0.02191491855150592
2,Cluster 2: Low-flow oxygen / No ARF,1,No ARF,31053,0.9097913981014883
2,Cluster 2: Low-flow oxygen / No ARF,2,Hypercapnic ARF,706,0.02068440173444275
2,Cluster 2: Low-flow oxygen / No ARF,2,Hypoxemic ARF,2065,0.060500410172272354
2,Cluster 2: Low-flow oxygen / No ARF,2,Mixed ARF,955,0.027979608578460095
2,Cluster 2: Low-flow oxygen / No ARF,2,No ARF,30406,0.8908355795148248
2,Cluster 2: Low-flow oxygen / No ARF,3,Hypercapnic ARF,792,0.023204031407476854
2,Cluster 2: Low-flow oxygen / No ARF,3,Hypoxemic ARF,2355,0.06899683581389898
2,Cluster 2: Low-flow oxygen / No ARF,3,Mixed ARF,1152,0.033751318410875426
2,Cluster 2: Low-flow oxygen / No ARF,3,No ARF,29833,0.8740478143677487
2,Cluster 2: Low-flow oxygen / No ARF,4,Hypercapnic ARF,827,0.024229462088362828
2,Cluster 2: Low-flow oxygen / No ARF,4,Hypoxemic ARF,2527,0.07403609515996719
2,Cluster 2: Low-flow oxygen / No ARF,4,Mixed ARF,1259,0.03688620649244111
2,Cluster 2: Low-flow oxygen / No ARF,4,No ARF,29519,0.8648482362592289
2,Cluster 2: Low-flow oxygen / No ARF,5,Hypercapnic ARF,845,0.024756826438532754
2,Cluster 2: Low-flow oxygen / No ARF,5,Hypoxemic ARF,2729,0.07995429508965193
2,Cluster 2: Low-flow oxygen / No ARF,5,Mixed ARF,1310,0.03838040548458924
2,Cluster 2: Low-flow oxygen / No ARF,5,No ARF,29248,0.85690847298722606
2,Cluster 2: Low-flow oxygen / No ARF,6,Hypercapnic ARF,822,0.024082971991093403
2,Cluster 2: Low-flow oxygen / No ARF,6,Hypoxemic ARF,2897,0.0848763623579046
2,Cluster 2: Low-flow oxygen / No ARF,6,Mixed ARF,1396,0.040900035157623346
2,Cluster 2: Low-flow oxygen / No ARF,6,No ARF,29017,0.8501406304933786
2,Cluster 2: Low-flow oxygen / No ARF,7,Hypercapnic ARF,650,0.019043712645025197
2,Cluster 2: Low-flow oxygen / No ARF,7,Hypoxemic ARF,2722,0.07974920895347475
2,Cluster 2: Low-flow oxygen / No ARF,7,Mixed ARF,1040,0.030469940232040315
2,Cluster 2: Low-flow oxygen / No ARF,7,No ARF,29720,0.8707371381694597
2,Cluster 2: Low-flow oxygen / No ARF,8,Hypercapnic ARF,603,0.017666705730692605
2,Cluster 2: Low-flow oxygen / No ARF,8,Hypoxemic ARF,2460,0.0720731278565569
2,Cluster 2: Low-flow oxygen / No ARF,8,Mixed ARF,833,0.024405250205086135
2,Cluster 2: Low-flow oxygen / No ARF,8,No ARF,30236,0.8858549162076643
2,Cluster 2: Low-flow oxygen / No ARF,9,Hypercapnic ARF,548,0.016055314660728934
2,Cluster 2: Low-flow oxygen / No ARF,9,Hypoxemic ARF,2269,0.06647720614086487
2,Cluster 2: Low-flow oxygen / No ARF,9,Mixed ARF,729,0.021358256181882106
2,Cluster 2: Low-flow oxygen / No ARF,9,No ARF,30586,0.8961092230165241
2,Cluster 2: Low-flow oxygen / No ARF,10,Hypercapnic ARF,481,0.014092347357318645
2,Cluster 2: Low-flow oxygen / No ARF,10,Hypoxemic ARF,2198,0.06439704675963905
2,Cluster 2: Low-flow oxygen / No ARF,10,Mixed ARF,559,0.01637759287472167
2,Cluster 2: Low-flow oxygen / No ARF,10,No ARF,30894,0.9051330130083206
