pooled_cluster,pooled_cluster_label,term_clean,effect_type,k,estimate_fixed,std_error_fixed,conf_low_fixed,conf_high_fixed,estimate_random,std_error_random,conf_low_random,conf_high_random,tau2,q,i2,pooled_effect_random,pooled_conf_low_random,pooled_conf_high_random,covariate_label,site_included
2,Cluster 2: Low-flow oxygen / No ARF,advanced_cancer_any_poaTRUE,RRR,5,0.3478873485699774,0.0315446676328186,0.2860598000096529,0.40971489713030185,0.2339896455520303,0.14395520571017728,-0.04816255763991714,0.5161418487439777,0.09590323130265961,66.9346130471849,0.9402401863863732,1.2636314079343713,0.9529788604911434,1.6755506352945395,Advanced cancer present on admission,Michigan; NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,age_years,RRR,5,0.020695315239477183,0.0010008423438152957,0.018733664245599205,0.022656966233355162,0.016006234818137212,0.004444786428042136,0.007294453419174627,0.0247180162170998,9.19685351009774e-5,69.75106550855325,0.9426532057849425,1.0161350208034023,1.0073211227511463,1.0250260390481383,"Age, per year",Michigan; NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,race_categoryAsian,RRR,4,-0.4492376694374887,0.004467372896733426,-0.45799372031508623,-0.4404816185598912,-0.13826498651824526,0.17128732850358552,-0.47398815038527287,0.19745817734878235,0.11571273898073801,2339.8649781545987,0.9987178747372141,0.8708678929170641,0.6225146290824989,1.2183021112798598,Asian race,NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,race_categoryBlack or African American,RRR,5,-0.20631130586405438,0.012466254309977911,-0.2307451643116111,-0.18187744741649767,-0.012661221702240716,0.14859052977584092,-0.3038986600628889,0.2785762166584075,0.10750027059149758,356.9333713246407,0.9887934266690859,0.9874185943538779,0.7379356450133574,1.3212473026128717,Black race,Michigan; NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,charlson_score,RRR,5,0.034041698126298814,0.0056917024796774175,0.022885961266131075,0.045197434986466556,0.03385442351212948,0.013850600578254695,0.006707246378750278,0.06100160064550868,7.362413371401407e-4,19.921622181862144,0.7992131381930412,1.0344340064968578,1.0067297903301706,1.0629006155129301,"Charlson score, per point",Michigan; NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,sex_categoryMale,RRR,5,-0.13532606545195547,0.021339943939194417,-0.17715235557277653,-0.0934997753311344,-0.10777093147544062,0.05058948676166272,-0.20692632552829954,-0.008615537422581684,0.009087729602258078,16.317465800190092,0.7548638955962511,0.8978332382116835,0.8130795509873261,0.991421469964189,Male sex,Michigan; NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,race_categoryNative Hawaiian or Other Pacific Islander,RRR,5,249.6009675024619,1.382725488849623e-4,249.6006964882661,249.60123851665773,73.98940436121815,110.53709608227989,-142.66330396005043,290.6421126824867,61092.248047654226,1586111820697.0332,0.9999999999974781,13589079311945808e16,1.1018293077452458e-62,16759680945884253e110,Native Hawaiian or Pacific Islander race,Michigan; NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,race_categoryOther,RRR,5,-0.15738647777803974,0.003164964342163668,-0.16358980788868052,-0.15118314766739896,-0.11873723928824814,0.21957551587751148,-0.5491052504081706,0.31163077183167437,0.23861887591194195,12181.40398749701,0.999671630626149,0.8880411124228038,0.5774662670030516,1.3656503633466153,Other race,Michigan; NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,race_categoryUnknown,RRR,5,-0.2557062419734433,0.0013349360541735481,-0.2583227166396235,-0.2530897673072632,-0.21921669261983934,0.06346491144787145,-0.34360791905766735,-0.0948254661820113,0.019946077544648225,4456.759259351396,0.9991024868593459,0.8031476631248471,0.7092069400697132,0.9095316646499492,Unknown race,Michigan; NU; OHSU; RUSH; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,sex_categoryUnknown,RRR,1,-207.15103488858801,3.761887086927891e-17,-207.15103488858801,-207.15103488858801,-207.15103488858801,3.761887086927891e-17,-207.15103488858801,-207.15103488858801,0,0,0,1.085047191890058e-90,1.085047191890058e-90,1.085047191890058e-90,Unknown sex,NU; UCSF
2,Cluster 2: Low-flow oxygen / No ARF,race_categoryWhite,RRR,5,0.27946471718993915,0.02004049563144439,0.24018534575230815,0.31874408862757014,0.26113583891367087,0.134659721591714,-0.0027972154060885712,0.5250688932334303,0.08728028394303096,148.23762044324548,0.9730162964837158,1.2984040272475874,0.997206693155713,1.6905753135669226,White race,Michigan; NU; OHSU; RUSH; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,admit_year,RRR,9,0.07562581698724673,2.518298955362693e-5,0.07557645832772161,0.07567517564677184,0.08629567196750654,0.02378891627993751,0.039669396058829014,0.13292194787618405,0.005093203443667089,6728618.012995696,0.9999988110485712,1.0901286011275917,1.0404667349219299,1.1421608467718753,"Admission year, per year",Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,advanced_cancer_any_poaTRUE,RRR,9,0.1292327160307918,0.0048066229199636955,0.11981173510766296,0.13865369695392066,0.26210947144522306,0.10428929955312487,0.057702444321098334,0.4665164985693478,0.09560060435939664,2557.8782186813673,0.9968724077864332,1.2996688112651327,1.0593997184038995,1.5944303076842368,Advanced cancer present on admission,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,age_years,RRR,9,0.00531408069182432,7.599280135942309e-4,0.0038246217851796273,0.006803539598469012,0.0061889404759763325,0.004068224710801759,-0.001784779957195116,0.014162660909147782,1.4022659365927232e-4,210.84049245034325,0.9620566243845018,1.006208131538438,0.9982168118154239,1.0142634265323143,"Age, per year",Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,race_categoryAsian,RRR,8,0.6136504352429417,0.0011525525180437323,0.611391432307576,0.6159094381783075,0.09010427924648726,0.4410109214886379,-0.7742771268712431,0.9544856853642175,1.554959882281349,800613.7563542386,0.999991256707814,1.0942883893243616,0.4610369317809335,2.5973343922458128,Asian race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,race_categoryBlack or African American,RRR,9,-0.7972917325102579,6.042160463393236e-4,-0.798475995961083,-0.7961074690594327,-0.24792785044526228,0.2855935243599483,-0.8076911581907609,0.3118354573002364,0.7321974217832541,14922.882985481197,0.9994639105588522,0.7804162479316303,0.4458863597521622,1.3659299207408209,Black race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,charlson_score,RRR,9,-0.03186340042866216,0.004178039505189889,-0.04005235785883434,-0.023674442998489982,-0.023978262259428538,0.015730864759208867,-0.05481075718747792,0.006854232668620841,0.001975674772299339,103.08832956715636,0.922396647286942,0.9763069322340552,0.9466642804141236,1.0068777766826693,"Charlson score, per point",Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,sex_categoryMale,RRR,9,0.08788076902131109,0.01561657309164863,0.05727228576167978,0.1184892522809424,0.07739989988809037,0.034548116194606474,0.00968559214666169,0.14511420762951904,0.007344821132159889,32.83408348573736,0.756350744388066,1.080474071469717,1.0097326492970298,1.1561716063465923,Male sex,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,race_categoryNative Hawaiian or Other Pacific Islander,RRR,8,-1571.99200155179,1.31320164162647e-17,-1571.99200155179,-1571.99200155179,,Inf,,,Inf,637813091092908.5,0.999999999999989,,,,Native Hawaiian or Pacific Islander race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,race_categoryOther,RRR,8,0.5723470190782278,6.794889875281334e-4,0.5710152206626726,0.573678817493783,0.13719179256986014,0.28150563998846767,-0.41455926180753644,0.6889428469472567,0.6319170763315294,301812.09620795486,0.9999768067612665,1.1470481227322262,0.6606313820317358,1.991608984449242,Other race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,race_categoryUnknown,RRR,9,-0.17332750562000235,0.0010387058552655975,-0.1753633690963229,-0.17129164214368178,-0.11151372292481032,0.20725878119557503,-0.5177409340681374,0.29471348821851673,0.38654624897544404,252464.28895242495,0.9999683123501023,0.8944791164493845,0.5958651272607153,1.3427415922831782,Unknown race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,sex_categoryUnknown,RRR,2,939.6734596341809,2.450340721883213e-4,939.6729793673994,939.6739399009623,527.1396851531227,526.4121062808393,-504.6280431573224,1558.907413463568,554219.4112777482,1780855584121.2878,0.9999999999994384,8587296417965503e213,6.963465738666039e-220,Inf,Unknown sex,Emory; NU; Penn; UCSF
3,Cluster 3: Noninvasive ventilation / No ARF,race_categoryWhite,RRR,9,0.7946441823564729,0.005811107939199202,0.7832544107956425,0.8060339539173034,0.1575007600316254,0.24752402150145325,-0.32764632211122297,0.6426478421744737,0.5491588406766384,4927.069534359051,0.9983763168057175,1.170581647660428,0.7206178412369781,1.9015091154102943,White race,Emory; Michigan; Minnesota; NU; OHSU; Penn; RUSH; UCMC; UCSF
4,Cluster 4: Invasive ventilation / Predominantly no ARF,admit_year,RRR,7,0.05114239623454321,2.1689889042509084e-5,0.051099884052019894,0.05118490841706653,0.05520856682668607,0.04499656666502127,-0.03298470383675561,0.14340183749012775,0.014172832759709297,24768496.501240328,0.9999997577567941,1.056760996980182,0.9675533593299741,1.1541935067145943,"Admission year, per year",Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,advanced_cancer_any_poaTRUE,RRR,7,-0.27670908416690987,0.018790252674091387,-0.313537979408129,-0.23988018892569074,-0.2791007923622449,0.06000755999792896,-0.39671560995818567,-0.16148597476630414,0.022367467308379217,58.985911547005074,0.8982807954876024,0.7564636536138231,0.6725252579253111,0.8508784651510074,Advanced cancer present on admission,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,age_years,RRR,7,-0.011767370639710532,6.728268749167843e-4,-0.013086111314547429,-0.010448629964873635,-0.011166784199431122,0.004771153683902308,-0.020518245419879646,-0.0018153229789825975,1.5500537595339087e-4,285.9776123466915,0.9790193366859564,0.9888953329041489,0.9796908214410601,0.9981863237231936,"Age, per year",Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_categoryAsian,RRR,7,1.630192454436797,0.0019485207713608446,1.6263733537249296,1.6340115551486643,0.44809985567343275,0.43040215946686605,-0.3954883768816247,1.2916880882284902,1.296424927765152,153007.04716207087,0.9999607861199122,1.5653349954297986,0.6733511098193888,3.6389241989583088,Asian race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_categoryBlack or African American,RRR,7,0.0959526056406986,0.008631689426559787,0.07903449436464141,0.11287071691675579,0.30060173149287567,0.22018959209301994,-0.1309698690094434,0.7321733319951947,0.337720744800914,2148.366977829943,0.9972071810533689,1.3506713045594527,0.8772442062297265,2.0795953509923732,Black race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,charlson_score,RRR,7,-0.014275974324224306,0.003854143262010904,-0.021830095117765676,-0.006721853530682934,-0.01872056386210803,0.01174989098530288,-0.04175035019330167,0.0043092224690856155,8.303985056660337e-4,51.76482385262945,0.8840911732437929,0.9814535775254158,0.9591091921111321,1.004318520519221,"Charlson score, per point",Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,sex_categoryMale,RRR,7,0.09059664601777485,0.015146679892457214,0.06090915342855872,0.120284138606991,0.09331494270656499,0.04494185228788968,0.0052289122223012074,0.18140097319082876,0.01162092433793717,46.8381635402786,0.8718993327985568,1.097807427271069,1.0052426068427336,1.198895808004753,Male sex,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_categoryNative Hawaiian or Other Pacific Islander,RRR,6,-1496.1085055847402,9.713931847680417e-21,-1496.1085055847402,-1496.1085055847402,,Inf,,,Inf,203145211781880.56,0.9999999999999754,,,,Native Hawaiian or Pacific Islander race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_categoryOther,RRR,7,0.21562822114184246,5.377021805612142e-4,0.21457432486794248,0.21668211741574245,0.29143205872584627,0.2807313935723528,-0.25880147267596526,0.8416655901276577,0.5507916001044179,129884.62834503544,0.9999538051571117,1.3383427016930733,0.7719762662140717,2.3202283095558527,Other race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_categoryUnknown,RRR,7,0.775341220352936,0.0022800889990062154,0.7708722459148838,0.7798101947909881,0.7000461968874494,0.31020112110572645,0.09205199952022558,1.3080403942546732,0.6727583354527964,81382.51769069544,0.9999262740921483,2.013845738726515,1.0964218340078409,3.698918184219542,Unknown race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
4,Cluster 4: Invasive ventilation / Predominantly no ARF,sex_categoryUnknown,RRR,0,,,,,,,,,,,,,,,Unknown sex,Emory; NU; Penn
4,Cluster 4: Invasive ventilation / Predominantly no ARF,race_categoryWhite,RRR,7,0.030948917526489424,0.014931422982347764,0.0016833284810878098,0.060214506571891036,0.12517908985828036,0.25580642120588604,-0.37620149570525624,0.626559675421817,0.45570835362006445,1655.871440396758,0.99637653029479,1.1333514066356172,0.6864639995582436,1.871162088251576,White race,Emory; Minnesota; NU; OHSU; Penn; RUSH; UCMC
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,admit_year,RRR,8,0.040436121794127186,2.440413318581944e-5,0.04038828969308298,0.04048395389517139,0.024974646078681453,0.05826801260529355,-0.0892306586276939,0.1391799507850568,0.027161281925874796,36063166.39065297,0.9999998058961345,1.0252891250950809,0.9146345808844771,1.1493309043942765,"Admission year, per year",Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,advanced_cancer_any_poaTRUE,RRR,8,-0.7312106903090431,0.0017059676801911196,-0.7345543869622176,-0.7278669936558685,-0.49467827554547295,0.058534104015898744,-0.6094051194166344,-0.3799514316743114,0.026559782259986064,5367.518398983533,0.9986958591513491,0.6097670527146517,0.5436741941168269,0.6838946240225917,Advanced cancer present on admission,Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,age_years,RRR,8,-0.0234916671278524,7.829267394785082e-4,-0.025026203537230274,-0.021957130718474525,-0.01765268070943888,0.003738040460379314,-0.024979240011782335,-0.010326121407095424,1.0279953262611071e-4,135.84116623802018,0.9484692292192587,0.9825022150775164,0.9753301596607845,0.9897270099470287,"Age, per year",Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,race_categoryAsian,RRR,7,33.7942158201355,9.222850271164233e-4,33.79240814148235,33.79602349878865,55.133148032404954,75.56587270645286,-92.97596247224266,203.24225853705258,39971.406704395464,13172239037.877691,0.9999999995444966,8790669663923736e8,4.1788092624541897e-41,1849231881305023e73,Asian race,Emory; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,race_categoryBlack or African American,RRR,8,9.407587416799776,0.007579685426088895,9.392731233364643,9.42244360023491,48.250755002103276,27.350774224228733,-5.35676247738504,101.8582724815916,5984.517368738864,60754757.37117233,0.9999998847826853,901647213957354e6,0.004716150060423392,17237952313249343e28,Black race,Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,charlson_score,RRR,8,-0.012921633343814316,0.004636008492960923,-0.02200820999001772,-0.003835056697610908,-0.015628896037000496,0.00790672315076266,-0.03112607341249531,-1.3171866150568298e-4,2.4583458674092647e-4,15.513634313686032,0.5487840013203971,0.9844926013783348,0.969353355686541,0.9998682900130164,"Charlson score, per point",Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,sex_categoryMale,RRR,8,0.2596218082855525,0.01720285116601597,0.2259042200001612,0.29333939657094377,0.21095967523889092,0.04958875049581445,0.1137657242670946,0.30815362621068726,0.015909297854831,49.53224689947611,0.8586779232081628,1.2348625585197095,1.1204895906125958,1.360910044331742,Male sex,Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,race_categoryNative Hawaiian or Other Pacific Islander,RRR,6,73.04300269452598,1.1041863203175207e-4,73.0427862740072,73.04321911504476,62.08138707347961,72.50220633058045,-80.02293733445805,204.1857114814173,31539.419532121083,1783746966664.9097,0.9999999999971969,9153850913704873e11,1.763924083922769e-35,4750373744202785e73,Native Hawaiian or Pacific Islander race,Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,race_categoryOther,RRR,8,0.003445400255220925,6.196579827291357e-4,0.0022308706090718193,0.004659929901370031,48.434867291530196,3.914552059177623,40.76234525554206,56.107389327518334,122.58842857646816,60672407.92298525,0.9999998846263032,10839159234920685e5,504500515012887360,23287859858173818e8,Other race,Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,race_categoryUnknown,RRR,8,327.889649671162,0.0012782947841877609,327.88714421338494,327.892155128939,48.62386811604622,94.26848044833295,-136.14235356268637,233.39008979477882,71092.3708240652,11693472116.973564,0.9999999994013754,13094159042606898e5,7.483884811233734e-60,2291016034556274e86,Unknown race,Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,sex_categoryUnknown,RRR,3,-19.391175307648606,1.1394067646637803e-15,-19.39117530764861,-19.391175307648602,,Inf,,,Inf,17083288812816.436,0.9999999999998829,,,,Unknown sex,Emory; Penn; UCSF
5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,race_categoryWhite,RRR,8,29.57668048415363,0.015492945346865801,29.546314311273775,29.607046657033486,48.28295453511316,39.6007043707778,-29.334426031611315,125.90033510183764,12545.723717049694,43779374.273537055,0.9999998401073539,9311523091085102e5,1.8206255982205454e-13,4762344457891552e39,White race,Emory; Michigan; Minnesota; OHSU; Penn; RUSH; UCMC; UCSF
